posNr;kurztext;einheit;menge;ep;gp;source;riskLevel;calculationStatus;reasons;warning
120;Grobkies 15/30mm;m3;150.0;80.8;12120.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Grobkies m³ V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Grobkies m³ V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
018;Erschwernis Vermessung;Psch;1.0;12100.0;12100.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Dokumentation/Vermessung/Bestandspläne/As-Built hängt stark von Projektumfang, Bauzeit, Vermessungsterminen, GNSS-/Tachymeteraufnahmen, CAD-Nachbearbeitung, Datenformaten, Übergabeunterlagen, Auftraggeberabstimmung und digitaler Nachweisführung ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Erschwernis Vermessung Psch groß plausibilisiert. Keine X84-/Angebotsbasis verwendet; Posit"
232;Zuschlag zur Pilotbohrung S1 u. S3;m;30.0;384.0;11520.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bodenklasse muss geprüft werden · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag Pilotbohrung S1/S3 m V12 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag Pilotbohru"
063;ATS aus AC 22 TN herstellen;m2;350.0;32.0;11200.0;technical-parser-blocked-by-family-mismatch-recalculated+no-x84-family-guard;medium;warning;STATUS_warning | BLOCKED | NO_X84_GUARD | WARNING;"RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""asphalt_tragschicht"" passt nicht zur Kalibrierungsbasis ""bordstein"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC No-X84 Autonomous Family Guard aktiv: ATS aus AC 22 TN m² plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
070;Wanderweg wiederherstellen;m;700.0;15.5;10850.0;database+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · RLC No-X84 Autonomous Family Guard aktiv: Wanderweg wiederherstellen m V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V10: Wanderweg-Zulage als einfache Wiederherstellung pro Meter kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 15.5 wurde auf 21.06 €/m kalibriert. · "
003;Instandhaltung Verkehrsflächen;Psch;1.0;10730.0;10730.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Verkehrssicherung/RSA prüfen · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Instandhaltung Verkehrsflächen Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 1434.36–1434.36 €/Psch, Ø 1434.36 €/Psch, Confidence 0.44. Nur V"
262;HDPE - Rohre DA 90, PN 16;m;1100.0;9.72;10692.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: HDPE Rohr DA90 m V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Unit-Normalisierung: technischer St-/Pauschalansatz wurde nicht als EP der LV-Einheit übernommen. · Druckprobe/Speedpipe wurde als Meterleistung normalisiert; St-/Pauschala"
248;"Sohlbettung PE DN50; DA 75";lfm;1250.0;8.47;10587.5;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sohlbettung PE DN50 lfm V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: Preisbasis"
197;Gusseiserne Schachtabdeckung Sch.-Abd.a.G.m.B. m.Perbunan Einl. Abd.d.Kl.D;Stk;23.0;420.0;9660.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
089;Durchlass herstellen - Kunststoffrohre DN 600;m;20.0;480.0;9600.0;database+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · RLC No-X84 Autonomous Family Guard aktiv: Durchlass Kunststoffrohr DN600 m V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Durchlass Kunststoffrohr DN600 m V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
432;Rohrumhüllung Sand;lfm;1000.0;9.4;9400.0;rule-engine+no-x84-family-guard+no-x84-family-guard;high;needs_review;HIGH_RISK | STATUS_needs_review | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand lfm V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V10: Bettung/Überdeckung/Rohrumhüllung als Meteransatz kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieb"
429;Rohrumhüllung Sand;lfm;550.0;16.9;9295.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand lfm V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Unit-Normalisierung: technischer St-/Pauschalansatz wurde nicht als EP der LV-Einheit übernommen. · Rohrbettung/Rohrumhüllung wurde als Meterleistung kalibriert; 14,5"
282;Sandüberdeckung GGG DN 80 mind.20cm stark f.Rohre DN 150;lfm;700.0;13.17;9219.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sandüberdeckung GGG DN80 lfm V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Unit-Normalisierung: technischer St-/Pauschalansatz wurde nicht als EP der LV-Einheit übernommen. · Rohrbettung/Rohrumhüllung wurde als Meterleistung kalibriert"
075;Entwässerungsmulde anlegen;m;1500.0;6.1;9150.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Entwässerungsmulde m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Entwässerungsmulde m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
002;Baustelleneinrichtung abbauen und Baustelle räumen;Psch;1.0;9060.0;9060.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Verkehrssicherung/RSA/Umleitung/Beschilderung hängt stark von Bauzeit, Verkehrsführung, verkehrsrechtlicher Anordnung, Beschilderung, Absperrmaterial, Lichtsignalanlage, täglicher Kontrolle, Wartung, Anpassung, Anwohnerverkehr, Aufbau, Vorhaltung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung abbauen/räumen Psch plausibilisiert. Keine X84-/Angebot
099;Sohl- und Ummantelungsbeton;m3;20.0;450.0;9000.0;rlc-family-fallback-betonsockel-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Betonsockel C25/30: technischer Fallback 450 €/Einheit prüfpflichtig gesetzt. Alter EP 350.89 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Betonsockel C25/30: technischer Fallback 450 €/Einheit prüfpflichtig gesetzt. Alter EP 450 €/Einheit wurde nicht als sicher ü
124;Rohrschutz Schutzmatte;m;260.0;34.35;8931.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohrschutz Schutzmatte m V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 10.47–25.82 €/m, Ø 14.3075 €/m, Confidence 0.58. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Autonomous Guard V11: Schutzmatte/Rohrschutz vorrangig als Meterleistung kalibrier"
031;Zulage Abtrag;m2;1800.0;4.95;8910.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Zulage Abtrag m² V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Guard V8: Zulage Abtrag als leichte Flächenzulage kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 4.95 wurde auf 5.85 €/m2 kalibriert. · Kein X84 im aktuellen Projekt vorhanden; Wert bleibt prüfpfl"
311;Baugrubenaushub;m3;220.0;39.0;8580.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Baugrubenaushub m³ final plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonom"
152;Mehr- oder Mindertiefe;cm;20.0;420.0;8400.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · Global Knowledge Vergleich: 62.61–62.61 €/cm, Ø 62.61 €/cm, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis.
180;Mehr- oder Minderpreis Schacht;cm;20.0;420.0;8400.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · Global Knowledge Vergleich: 586.88–699.4 €/cm, Ø 643.14 €/cm, Confidence 0.52. Nur Vergleichswert, kein finaler Kalkulationspreis.
060;Mineralbeton;m3;80.0;100.0;8000.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Mineralbeton m³ V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V10: Frostsicheres Kiesmaterial als m³-Material inkl. Einbau plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgesch"
173;Fernwirktechnik;Psch;1.0;7880.0;7880.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Fernwirktechnik Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Fernwirktechnik Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
164;Freiluftschrank;Psch;1.0;7757.0;7757.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Freiluftschrank Psch V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet
005;Aufrechterhalten des Anliegerverkehrs;Psch;1.0;7720.0;7720.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Verkehrssicherung/RSA prüfen · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Aufrechterhalten des Anliegerverkehrs Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt "
304;"Messingquetschverschraubung PN 10 1""";Stck;10.0;763.34;7633.4;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 10 Stck, EP 763.34, GP 7633.4.
111;Wasserhaltung - Leitungsverlegung;m;3000.0;2.5;7500.0;rule-engine+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · RLC No-X84 Autonomous Family Guard aktiv: Wasserhaltung Leitungsverlegung m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 2.08–2.08 €/m, Ø 2.08 €/m, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis."
004;Verkehrssicherung aufbauen, vorhalten, betreiben, umsetzen, abbauen;Psch;1.0;7400.0;7400.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Verkehrssicherung/RSA prüfen · Kontextabhängige Position: Verkehrssicherung/RSA/Umleitung/Beschilderung hängt stark von Bauzeit, Verkehrsführung, verkehrsrechtlicher Anordnung, Beschilderung, Absperrmaterial, Lichtsignalanlage, täglicher Kontrolle, Wartung, Anpassung, Anwohnerverkehr, Aufbau, Vorhaltung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Verkehrssicherung Psch plausibilisiert. Keine 
064;ADS aus AC 11 DN herstellen Straße;m2;350.0;20.0;7000.0;technical-parser+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: ADS aus AC 11 m² plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
421;Rohr- Kabelgrabenaushub;m³;150.0;46.1;6915.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohr-/Kabelgrabenaushub m³ V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 25.86–51.72 €/m³, Ø 43.1 €/m³, Confidence 0.58. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Preis"
123;Rohrumhüllung Sand - HDPE 75 x 6,8 mm;m;260.0;26.3;6838.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand HDPE75 m V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Unit-Normalisierung: technischer St-/Pauschalansatz wurde nicht als EP der LV-Einheit übernommen. · Rohrbettung/Rohrumhüllung wurde als Meterleistung kalibriert;"
095;Durchlass herstellen - Stahlbetonrohr  DN 800;m;20.0;340.0;6800.0;database+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · RLC No-X84 Autonomous Family Guard aktiv: Durchlass Stahlbetonrohr DN800 m V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Durchlass Stahlbetonrohr DN800 m V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
365;Kabelzugschacht - PP;Stck;8.0;837.22;6697.76;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 8 Stck, EP 837.22, GP 6697.76.
388;Kabelzugschacht - PP;Stck;8.0;837.22;6697.76;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 8 Stck, EP 837.22, GP 6697.76.
414;Kabelzugschacht - PP;Stck;8.0;837.22;6697.76;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 8 Stck, EP 837.22, GP 6697.76.
349;Zulage Trassenwarnband Breitband;m;6500.0;1.03;6695.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Trassenwarnband Breitband m V11 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.16–0.59 €/m, Ø 0.2675 €/m, Confidence 0.53. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC No-X84 Unit-Normalisierung: technischer "
375;Zulage Trassenwarnband Breitband;m;6500.0;1.03;6695.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Trassenwarnband Breitband m V11 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.16–0.59 €/m, Ø 0.2675 €/m, Confidence 0.53. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC No-X84 Unit-Normalisierung: technischer "
332;Ringraumdichtung DN 150;Stck;12.0;526.5;6318.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 12 Stck, EP 96.56, GP 1158.72. · RLC Calibration Guard V9: Ringraumd
008;Baustellenabsicherung;Psch;1.0;6220.0;6220.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Baustelleneinrichtung/Vorhaltung/Container/Baustrom/Bauwasser hängt stark von Bauzeit, Containeranzahl, Miete, Aufbau, Betrieb, Reinigung, Wartung, Baustrom, Bauwasser, Beleuchtung, Zufahrt, Entfernung, Kontrolle, Rückbau und Gemeinkosten ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Baustellenabsicherung Psch V12 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position blei"
436;Erschwernisse Kabelmuffen;Stck;12.0;517.1;6205.2;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 12 Stck, EP 517.1, GP 6205.2.
205;Rohrgrabenaushub - Bodenklasse 3 - 5;m3;150.0;40.95;6142.5;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bodenklasse muss geprüft werden · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Preisbasis 20
308;Spülen und Entkeimen;Stck;8.0;760.5;6084.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC Calibration Guard V9: Spülen/Entkeimung als Stückposition ohne X84 kalibriert. · RLC Marktindex V15: Preisbasis 20
